,Source,Target,Weight
9430,날짜,15개,3
9431,연차,15개,34
9432,2023년,소진,13
9433,2023년,15개,8
9434,소진,15개,10
9435,15개,주말,2
9436,15개,90일,10
9437,15개,365일,2
9438,주말,365일,4
9439,주말,출산,23
9440,육아휴직기간,제외,5
9441,육아휴직기간,첫째,8
9442,육아휴직기간,뒤,2
9443,육아휴직기간,월급,2
9444,육아휴직기간,2개월,1
9445,제외,사용,10
9446,제외,첫째,4
9447,제외,뒤,2
9448,제외,퇴직금,2
9449,제외,월급,5
9450,제외,2개월,1
9451,첫째,기간,31
9452,기간,2개월,10
9453,뒤,퇴직금,2
9454,뒤,월급,2
9455,퇴직금,2개월,4
9456,월급,2개월,8
9457,임신중,직장,5
9458,임신중,초산,2
9459,임신중,산전육아휴직,3
9460,임신중,얘기,4
9461,임신중,21년,1
9462,임신중,10개월,1
9463,임신중,임신,18
9464,임신중,언제쯤,1
9465,직장,초산,7
9466,직장,산전육아휴직,8
9467,직장,확인,9
9468,직장,얘기,7
9469,직장,21년,3
9470,직장,10개월,2
9471,직장,언제쯤,4
9472,초산,확인,3
9473,초산,얘기,5
9474,초산,21년,1
9475,초산,10개월,3
9476,초산,임신,6
9477,초산,언제쯤,4
9478,산전육아휴직,확인,5
9479,산전육아휴직,얘기,3
9480,산전육아휴직,21년,2
9481,산전육아휴직,10개월,5
9482,산전육아휴직,언제쯤,1
9483,확인,얘기,4
9484,확인,21년,3
9485,확인,10개월,3
9486,확인,언제쯤,3
9487,얘기,21년,2
9488,얘기,10개월,3
9489,얘기,임신,10
9490,21년,10개월,1
9491,21년,언제쯤,1
9492,10개월,언제쯤,2
9493,3개월,지원,21
9494,3개월,자녀,8
9495,복직,지원,16
9496,복직,자녀,7
9497,아이,지원,4
9498,아이,22년,11
9499,아이,자녀,4
9500,사용,지원,13
9501,지원,22년,3
9502,지원,올해,4
9503,지원,자녀,4
9504,22년,올해,10
9505,22년,자녀,3
9506,올해,자녀,6
9507,승진,시,6
9508,승진,24년,3
9509,승진,올해,4
9510,승진,뭐,4
9511,승진,근무,2
9512,시,24년,12
9513,공무원,24년,3
9514,공무원,뭐,7
9515,24년,올해,10
9516,24년,뭐,2
9517,올해,뭐,10
9518,3개월,돈,18
9519,3개월,연차수당,3
9520,돈,포함,7
9521,돈,기준,5
9522,돈,수당,8
9523,돈,연차수당,6
9524,포함,달,5
9525,포함,기준,9
9526,포함,수당,8
9527,포함,연차수당,1
9528,포함,지급,10
9529,포함,올해,19
9530,연차,내년,52
9531,연차,퇴직금,9
9532,달,기준,8
9533,달,연차수당,2
9534,달,퇴직금,2
9535,기준,수당,7
9536,기준,연차수당,2
9537,기준,내년,15
9538,기준,1년,25
9539,기준,올해,15
9540,수당,1년,18
9541,수당,올해,8
9542,수당,퇴직금,3
9543,연차수당,내년,5
9544,연차수당,1년,7
9545,연차수당,올해,4
9546,연차수당,퇴직금,4
9547,지급,1년,33
9548,지급,퇴직금,9
9549,내년,퇴직금,11
9550,1년,퇴직금,19
9551,적용,혜택,9
9552,혜택,남편,11
9553,혜택,뭐,3
9554,2년,90일,3
9555,2년,최대,5
9556,2년,퇴사,7
9557,2년,얘기,4
9558,2년,초등학교,10
9559,90일,최대,3
9560,90일,퇴사,6
9561,90일,나중,9
9562,90일,단축근무,5
9563,90일,얘기,1
9564,90일,초등학교,4
9565,최대,나중,3
9566,최대,단축근무,4
9567,최대,얘기,1
9568,최대,초등학교,5
9569,퇴사,나중,19
9570,퇴사,단축근무,11
9571,퇴사,얘기,13
9572,퇴사,초등학교,4
9573,가능,단축근무,30
9574,가능,얘기,6
9575,가능,초등학교,10
9576,나중,얘기,5
9577,단축근무,얘기,5
9578,얘기,초등학교,3
9579,사후지급금,단축근무,4
9580,변경,며칠,3
9581,변경,초등학교,1
9582,기간,며칠,5
9583,기간,나중,11
9584,며칠,나중,4
9585,며칠,말,4
9586,며칠,초등학교,1
9587,나중,말,14
9588,말,초등학교,6
9589,언제,사람,4
9590,언제,걱정,6
9591,언제,시간,4
9592,언제,스트레스,2
9593,언제,가능,21
9594,언제,생각,14
9595,언제,휴가,11
9596,언제,출근,4
9597,언제,임산부,4
9598,언제,처음,3
9599,언제,자리,3
9600,언제,출퇴근,2
9601,언제,계획,13
9602,사람,시간,9
9603,사람,기준,3
9604,사람,소진,4
9605,사람,스트레스,11
9606,사람,휴가,8
9607,사람,출근,9
9608,사람,임산부,5
9609,사람,처음,8
9610,사람,출퇴근,3
9611,걱정,시간,16
9612,걱정,기준,4
9613,걱정,소진,2
9614,걱정,휴가,8
9615,걱정,출근,7
9616,걱정,처음,6
9617,걱정,출퇴근,7
9618,시간,기준,3
9619,시간,소진,2
9620,시간,스트레스,9
9621,시간,생각,28
9622,시간,휴가,5
9623,시간,출근,8
9624,시간,임산부,2
9625,시간,처음,3
9626,시간,출산,19
9627,시간,자리,5
9628,시간,출퇴근,6
9629,시간,계획,4
9630,기준,스트레스,4
9631,기준,가능,27
9632,기준,생각,12
9633,기준,휴가,14
9634,기준,임산부,1
9635,기준,처음,5
9636,기준,자리,1
9637,소진,스트레스,1
9638,소진,생각,13
9639,소진,출근,7
9640,소진,임산부,3
9641,소진,처음,3
9642,소진,자리,2
9643,소진,출퇴근,4
9644,소진,계획,21
9645,스트레스,가능,5
9646,스트레스,출근,5
9647,스트레스,처음,5
9648,스트레스,자리,5
9649,스트레스,출퇴근,5
9650,스트레스,계획,6
9651,가능,출근,16
9652,가능,처음,14
9653,가능,출퇴근,7
9654,생각,자리,14
9655,생각,출퇴근,8
9656,휴가,자리,3
9657,휴가,출퇴근,6
9658,출근,임산부,1
9659,출근,처음,6
9660,출근,자리,5
9661,출근,출퇴근,3
9662,임산부,처음,7
9663,임산부,자리,2
9664,임산부,출퇴근,3
9665,처음,자리,3
9666,처음,출퇴근,3
9667,처음,계획,8
9668,출산,출퇴근,10
9669,자리,출퇴근,2
9670,출퇴근,계획,4
9671,사람,지원,5
9672,사람,상황,14
9673,사람,150만원,5
9674,사람,임신중,2
9675,사람,2달,2
9676,사람,현재,5
9677,사람,직장,10
9678,지원,고민,13
9679,지원,생각,11
9680,지원,상황,3
9681,지원,답답,1
9682,지원,시간,3
9683,지원,스트레스,3
9684,지원,뭐,5
9685,지원,임신중,3
9686,지원,2달,2
9687,지원,현재,1
9688,지원,나중,1
9689,지원,얘기,4
9690,지원,직장,7
9691,지원,아기,2
9692,고민,답답,7
9693,고민,150만원,2
9694,고민,두번,2
9695,고민,뭐,20
9696,고민,임신중,7
9697,고민,2달,4
9698,고민,얘기,7
9699,생각,답답,9
9700,생각,임신중,7
9701,생각,현재,11
9702,생각,얘기,19
9703,상황,답답,7
9704,상황,시간,12
9705,상황,스트레스,6
9706,상황,150만원,4
9707,상황,두번,1
9708,상황,뭐,21
9709,상황,2달,4
9710,상황,나중,8
9711,상황,얘기,8
9712,답답,시간,5
9713,답답,스트레스,2
9714,답답,150만원,1
9715,답답,두번,2
9716,답답,임신중,4
9717,답답,2달,1
9718,답답,현재,1
9719,답답,나중,4
9720,답답,얘기,4
9721,답답,회사,17
9722,답답,아이,3
9723,답답,직장,7
9724,답답,아기,10
9725,시간,150만원,2
9726,시간,두번,2
9727,시간,뭐,12
9728,시간,임신중,3
9729,시간,2달,3
9730,시간,현재,1
9731,시간,나중,6
9732,시간,얘기,2
9733,시간,아기,28
9734,스트레스,150만원,1
9735,스트레스,두번,2
9736,스트레스,임신중,2
9737,스트레스,2달,4
9738,스트레스,얘기,9
9739,스트레스,아이,4
9740,스트레스,아기,7
9741,150만원,뭐,2
9742,150만원,임신중,2
9743,150만원,2달,2
9744,150만원,현재,2
9745,150만원,나중,4
9746,150만원,얘기,1
9747,150만원,아이,3
9748,150만원,직장,7
9749,두번,임신중,1
9750,두번,2달,1
9751,두번,현재,3
9752,두번,얘기,1
9753,두번,직장,3
9754,뭐,임신중,5
9755,뭐,2달,2
9756,뭐,아이,11
9757,뭐,직장,11
9758,임신중,2달,1
9759,임신중,현재,3
9760,임신중,나중,1
9761,임신중,아이,2
9762,임신중,아기,2
9763,2달,현재,1
9764,2달,나중,3
9765,2달,얘기,1
9766,2달,직장,3
9767,2달,아기,4
9768,현재,나중,2
9769,현재,얘기,1
9770,현재,아이,12
9771,현재,직장,5
9772,현재,아기,8
9773,나중,아기,24
9774,31일,1년,15
9775,시,이직,9
9776,시,퇴사,18
9777,시,2개월,8
9778,시,출근,10
9779,시,2년,6
9780,시,권고사직,3
9781,이직,2개월,1
9782,이직,급여,10
9783,이직,가능,15
9784,이직,출근,6
9785,이직,2년,5
9786,이직,권고사직,5
9787,퇴사,2개월,5
9788,2개월,출근,5
9789,2개월,2년,4
9790,2개월,임신,9
9791,2개월,권고사직,3
9792,급여,2년,19
9793,사후지급금,출근,5
9794,가능,권고사직,14
9795,출근,권고사직,5
9796,2년,권고사직,3
9797,임신,권고사직,8
9798,출산휴가3개월,무급휴직,1
9799,출산휴가3개월,추가,1
9800,출산휴가3개월,말,3
9801,출산휴가3개월,언제쯤,1
9802,무급휴직,추가,2
9803,무급휴직,말,8
9804,무급휴직,언제쯤,1
9805,1년,추가,15
9806,추가,말,6
9807,추가,언제쯤,1
9808,올해,조기복직,3
9809,포함,검색,1
9810,포함,출산후,6
9811,포함,22년,9
9812,포함,어디,8
9813,포함,사후지급금,6
9814,포함,21년,1
9815,포함,방법,3
9816,포함,몇개월,3
9817,포함,신청서,3
9818,포함,30일,11
9819,검색,출산후,2
9820,검색,둘째,4
9821,검색,22년,1
9822,검색,어디,1
9823,검색,사후지급금,3
9824,검색,21년,1
9825,검색,첫째,4
9826,검색,방법,3
9827,검색,몇개월,1
9828,검색,신청서,2
9829,검색,30일,2
9830,출산후,22년,2
9831,출산후,어디,4
9832,출산후,사후지급금,2
9833,출산후,신청,18
9834,출산후,21년,1
9835,출산후,첫째,9
9836,출산후,방법,3
9837,출산후,몇개월,2
9838,출산후,신청서,4
9839,출산후,30일,10
9840,둘째,몇개월,3
9841,둘째,신청서,5
9842,22년,어디,5
9843,22년,방법,4
9844,22년,몇개월,2
9845,22년,신청서,5
9846,어디,사후지급금,4
9847,어디,21년,3
9848,어디,방법,5
9849,어디,몇개월,1
9850,어디,신청서,4
9851,어디,30일,4
9852,사후지급금,신청서,3
9853,사후지급금,30일,2
9854,21년,방법,3
9855,21년,몇개월,2
9856,21년,신청서,1
9857,첫째,몇개월,2
9858,첫째,신청서,3
9859,방법,몇개월,2
9860,방법,신청서,4
9861,방법,30일,4
9862,몇개월,신청서,1
9863,몇개월,30일,2
9864,신청서,30일,8
9865,연차,4대보험,5
9866,연차,연말정산,4
9867,연차,건보료,2
9868,연차,남편,9
9869,연차,유예,2
9870,연차,어디,6
9871,연차,출산휴가급여,4
9872,4대보험,나머지,3
9873,4대보험,육아휴직시,6
9874,4대보험,시작,3
9875,4대보험,연말정산,2
9876,4대보험,이후,5
9877,4대보험,건보료,3
9878,4대보험,나중,4
9879,4대보험,남편,2
9880,4대보험,지급,5
9881,4대보험,답변,5
9882,4대보험,급여,8
9883,4대보험,어디,1
9884,4대보험,출산휴가급여,2
9885,4대보험,고용노동부,4
9886,나머지,육아휴직시,2
9887,나머지,시작,10
9888,나머지,연말정산,4
9889,나머지,건보료,1
9890,나머지,남편,16
9891,나머지,답변,15
9892,나머지,유예,2
9893,나머지,어디,4
9894,나머지,출산휴가급여,4
9895,나머지,고용노동부,11
9896,육아휴직시,시작,4
9897,육아휴직시,연말정산,5
9898,육아휴직시,이후,3
9899,육아휴직시,건보료,2
9900,육아휴직시,나중,1
9901,육아휴직시,남편,10
9902,육아휴직시,지급,4
9903,육아휴직시,답변,6
9904,육아휴직시,유예,4
9905,육아휴직시,급여,12
9906,육아휴직시,어디,3
9907,육아휴직시,출산휴가급여,1
9908,육아휴직시,신청,8
9909,육아휴직시,고용노동부,6
9910,시작,건보료,2
9911,시작,유예,1
9912,시작,어디,6
9913,연말정산,이후,3
9914,연말정산,건보료,1
9915,연말정산,나중,3
9916,연말정산,지급,3
9917,연말정산,답변,9
9918,연말정산,유예,1
9919,연말정산,어디,3
9920,연말정산,출산휴가급여,4
9921,연말정산,고용노동부,4
9922,이후,건보료,1
9923,이후,유예,3
9924,이후,어디,6
9925,이후,출산휴가급여,5
9926,건보료,나중,4
9927,건보료,남편,6
9928,건보료,지급,2
9929,건보료,답변,2
9930,건보료,유예,13
9931,건보료,급여,4
9932,건보료,어디,1
9933,건보료,출산휴가급여,1
9934,건보료,신청,8
9935,건보료,고용노동부,1
9936,나중,답변,7
9937,나중,유예,4
9938,나중,어디,2
9939,나중,출산휴가급여,2
9940,나중,고용노동부,3
9941,남편,유예,4
9942,남편,어디,7
9943,남편,출산휴가급여,2
9944,남편,고용노동부,11
9945,지급,답변,19
9946,지급,유예,3
9947,지급,어디,9
9948,지급,출산휴가급여,6
9949,지급,고용노동부,19
9950,답변,유예,2
9951,답변,어디,7
9952,답변,출산휴가급여,5
9953,유예,급여,3
9954,유예,출산휴가급여,1
9955,유예,고용노동부,1
9956,급여,어디,16
9957,어디,출산휴가급여,1
9958,어디,고용노동부,7
9959,출산휴가급여,고용노동부,2
9960,경험,처음,1
9961,경험,기간,5
9962,경험,고민,12
9963,경험,22년,3
9964,처음,고민,12
9965,처음,22년,2
9966,기간,22년,15
9967,고민,22년,7
9968,사용,이번달,11
9969,사용,아빠,13
9970,공무원,서류,8
9971,공무원,전화,6
9972,공무원,담당자,9
9973,공무원,이번달,4
9974,공무원,필요,10
9975,공무원,출하,2
9976,공무원,자녀,8
9977,제출,수당,3
9978,제출,전화,9
9979,제출,남편,8
9980,제출,이번달,2
9981,제출,두번,5
9982,제출,첫째,8
9983,제출,아빠,3
9984,제출,자녀,3
9985,서류,수당,1
9986,서류,전화,11
9987,서류,남편,11
9988,서류,이번달,2
9989,서류,두번,4
9990,서류,첫째,5
9991,서류,아빠,2
9992,서류,자녀,1
9993,수당,전화,3
9994,수당,필요,1
9995,수당,출하,1
9996,수당,자녀,2
9997,전화,답변,8
9998,전화,급여,25
9999,전화,필요,9
10000,전화,출하,2
10001,전화,두번,2
10002,전화,첫째,7
10003,전화,아빠,5
10004,전화,자녀,8
10005,담당자,남편,5
10006,담당자,답변,8
10007,담당자,이번달,3
10008,담당자,필요,4
10009,담당자,출하,1
10010,담당자,첫째,2
10011,담당자,아빠,3
10012,담당자,자녀,3
10013,남편,이번달,8
10014,남편,필요,21
10015,남편,출하,1
10016,답변,이번달,2
10017,답변,필요,5
10018,답변,자녀,6
10019,급여,필요,13
10020,급여,출하,5
10021,급여,자녀,7
10022,이번달,필요,2
10023,이번달,출하,2
10024,이번달,두번,2
10025,이번달,첫째,4
10026,이번달,아빠,2
10027,이번달,자녀,1
10028,필요,출하,1
10029,필요,두번,2
10030,필요,첫째,6
10031,필요,아빠,5
10032,필요,자녀,3
10033,출하,두번,1
10034,출하,첫째,3
10035,출하,아빠,1
10036,출하,자녀,1
10037,두번,자녀,1
10038,첫째,아빠,3
10039,첫째,자녀,8
10040,아빠,자녀,6
10041,글,필요,9
10042,글,확인,7
10043,육아휴직급여,처리,6
10044,육아휴직급여,필요,7
10045,처리,지급,8
10046,처리,필요,5
10047,처리,확인,12
10048,신청,필요,25
10049,지급,필요,3
10050,연장,기존,3
10051,연장,올해,20
10052,연장,휴직기간,2
10053,6개월,하루,14
10054,기간,하루,11
10055,기간,경우,14
10056,기존,하루,2
10057,기존,휴직기간,1
10058,기존,경우,4
10059,올해,하루,6
10060,올해,휴직기간,6
10061,하루,신청,13
10062,하루,휴직기간,4
10063,휴직기간,경우,5
10064,급여,마지막,11
10065,급여,산후,5
10066,주변,90일,3
10067,주변,연차,8
10068,주변,사용,11
10069,주변,마지막,1
10070,주변,산후,2
10071,주변,계산,3
10072,주변,계획,4
10073,90일,마지막,8
10074,90일,1개월,12
10075,90일,계획,26
10076,연차,마지막,6
10077,연차,1개월,8
10078,마지막,산후,3
10079,1개월,산후,3
10080,산후,계획,9
10081,예정일,집,5
10082,출산,집,18
10083,연장,문제,8
10084,연장,실업급여,4
10085,연장,시점,3
10086,연장,내용,4
10087,연장,몇개월,2
10088,문제,실업급여,7
10089,문제,시점,4
10090,문제,몇개월,4
10091,실업급여,시점,2
10092,실업급여,내용,5
10093,실업급여,몇개월,2
10094,시점,내용,3
10095,시점,몇개월,1
10096,내용,몇개월,2
10097,1년,30일,25
10098,연차,출하,3
10099,연차,신청서,7
10100,연차,언제쯤,5
10101,계산,출하,3
10102,계산,신청서,7
10103,계산,언제쯤,5
10104,2023년,출하,4
10105,2023년,신청서,3
10106,2023년,언제쯤,2
10107,2023년,계획,15
10108,출산예정일,출하,5
10109,출산예정일,신청서,5
10110,예정,출하,3
10111,예정,언제쯤,8
10112,출하,회사,18
10113,출하,신청서,8
10114,출하,언제쯤,1
10115,출하,계획,2
10116,신청서,언제쯤,2
10117,신청서,계획,4
10118,출산휴가육아휴직,연차,37
10119,출산휴가육아휴직,이번달,1
10120,포함,이번달,1
10121,포함,말,14
10122,포함,출산예정일,13
10123,연차,이번달,5
10124,이번달,회사,17
10125,이번달,말,11
10126,이번달,출산예정일,2
10127,수당,첫달,2
10128,복직,제,5
10129,23년,문제,12
10130,23년,이후,17
10131,23년,퇴사,15
10132,6개월,문제,15
10133,6개월,제,5
10134,문제,이후,14
10135,문제,퇴사,17
10136,문제,사후지급금,7
10137,문제,신청,23
10138,문제,제,3
10139,이후,제,5
10140,이후,말,19
10141,이후,경우,6
10142,퇴사,제,4
10143,실업급여,제,2
10144,사후지급금,제,4
10145,가능,제,9
10146,신청,제,10
10147,제,말,4
10148,제,경우,7
10149,산전육휴,출산휴가3개월,1
10150,산전육휴,둘째,3
10151,산전육휴,급여,8
10152,산전육휴,첫째,2
10153,산전육휴,출산,16
10154,산전육휴,육휴중,1
10155,출산휴가3개월,출산,4
10156,출산휴가3개월,육휴중,1
10157,둘째,육휴중,8
10158,급여,육휴중,5
10159,첫째,육휴중,5
10160,출산,육휴중,4
10161,마음,두번,3
10162,마음,복귀,11
10163,1년,복귀,37
10164,올해,두번,5
10165,두번,이야기,2
10166,두번,복귀,2
10167,3개월,11개월,5
10168,3개월,눈치,4
10169,3개월,궁금한,16
10170,11개월,연차,11
10171,11개월,연장,12
10172,11개월,눈치,1
10173,11개월,나중,3
10174,11개월,남편,2
10175,11개월,소진,3
10176,11개월,예정,11
10177,11개월,1년,12
10178,11개월,궁금한,2
10179,11개월,적용,3
10180,11개월,이상,3
10181,11개월,뒤,4
10182,연차,눈치,5
10183,연차,한달,30
10184,연차,궁금한,10
10185,연차,적용,8
10186,연차,이상,8
10187,연장,눈치,4
10188,연장,나중,13
10189,연장,남편,19
10190,연장,소진,4
10191,연장,예정,22
